Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2016-08-10,186.3738555908203,187.02466935145293,186.0227530199327,186.94760187980813,57941100
2016-08-11,187.23875427246094,187.48710021435585,186.63931882657914,186.90478216213302,72504300
2016-08-12,187.0760498046875,187.29013481344808,186.67356894288068,186.9304605000238,61313500
2016-08-15,187.61549377441406,187.96659624737833,187.43566972406296,187.44422841850997,49813500
2016-08-16,186.6479034423828,187.2644563243784,186.6479034423828,187.19596061160058,53213600
2016-08-17,186.99896240234375,187.13597993892873,185.84291123752573,186.68212078236357,75134300
2016-08-18,187.4185333251953,187.45278116860646,186.8619176694807,186.97323296059844,52989300
2016-08-19,187.14450073242188,187.32433784610603,186.45943932166605,186.94754623016502,75443000
2016-08-22,187.13597106933594,187.36718651802533,186.5365357085772,186.90475562064654,61368800
2016-08-23,187.51278686523438,188.05228529267336,187.45283678809113,187.75256104038226,53399200
2016-08-24,186.5536651611328,187.46138342634853,186.13405387750765,187.36718550825762,71728900
2016-08-25,186.42518615722656,186.84479739545222,186.01414668035227,186.1682815841641,69224800
2016-08-26,186.0741424560547,187.64124647339483,185.18355446371032,186.6136409232395,122506300
2016-08-29,186.9903564453125,187.25581968865652,186.16826450029438,186.20252540913708,70502200
2016-08-30,186.68214416503906,187.1873816944287,186.12552831967258,186.90478788984302,58114500
2016-08-31,186.15118408203125,186.46802568485555,185.37191158494963,186.34813861351304,85269500
2016-09-01,186.15980529785156,186.4509578450773,184.99518204223338,186.142674834275,97844200
2016-09-02,186.99896240234375,187.42713240413818,186.42521616794463,187.01609286109473,79293900
2016-09-06,187.56417846679688,187.64124594283007,186.56226207822485,187.28158465462832,56702100
2016-09-07,187.54693603515625,187.72677310524656,186.93894222048635,187.40135986732395,76554900
2016-09-08,187.11880493164062,187.4870378402063,186.81052208107502,187.2130028322776,74102900
2016-09-09,182.64024353027344,185.85151939842112,182.61455436866544,185.80014107520515,221589100
2016-09-12,185.26058959960938,185.6630704387234,181.8095404983042,181.87804926525033,168110900
2016-09-13,182.59735107421875,184.24152209490728,181.97222661323786,183.976058819698,182828800
2016-09-14,182.52886962890625,183.85619927028594,181.97225384383333,182.64875670877018,134185500
2016-09-15,184.35287475585938,184.73822514377375,182.18633559413095,182.36617274407044,134427900
2016-09-16,183.6402587890625,183.9156781506351,182.95173665056694,183.73493255301332,155236400
2016-09-19,183.6746368408203,184.9398162407312,183.34757973173168,184.29431708292827,80250500
2016-09-20,183.68328857421875,184.69026595750765,183.6488677215302,184.53535242133285,69665300
2016-09-21,185.74887084960938,185.9296032856445,183.70048235643853,184.38901751767136,110284400
2016-09-22,186.9193878173828,187.2206260935032,186.51488698283822,186.7644742806701,76678700
2016-09-23,185.89520263671875,186.66119463948525,185.80052887760303,186.52348496573194,73630900
2016-09-26,184.38902282714844,185.24107345842353,184.1910602621694,185.0603410171842,89827300
2016-09-27,185.53369140625,185.62835201571647,183.8553829646048,184.2254760050286,78494800
2016-09-28,186.45458984375,186.60951647642858,184.79351158591177,185.75745282848257,87411000
2016-09-29,184.7677001953125,186.65256011857448,184.21687469043962,186.24804620204264,128070600
2016-09-30,186.1620330810547,186.8677722759552,185.35300504996647,185.60259237758856,117202900
2016-10-03,185.71438598632812,185.9381542710163,185.07748883846023,185.74881995794925,83512100
2016-10-04,184.7677001953125,186.05009677460663,184.17385191300446,185.8263284276231,119948100
2016-10-05,185.58535766601562,186.01569053589353,185.32715531754548,185.39601015265197,72816000
2016-10-06,185.71438598632812,185.9381542710163,184.81929971486323,185.3615100071292,62927400
2016-10-07,185.07752990722656,186.16197699782222,184.34597200684834,185.98984649965766,89788300
2016-10-10,186.0415496826172,186.50630350417703,185.89523805114982,186.0415496826172,51855000
2016-10-11,183.69189453125,185.68004355143535,182.9603364843019,185.6111887118312,130367400
2016-10-12,183.932861328125,184.45786789847287,183.33038486862884,183.82957252016578,73866100
2016-10-13,183.3304443359375,183.82963214939713,181.78125617390677,182.59888617780518,101357000
2016-10-14,183.4250946044922,184.77634624006126,183.34763783286186,184.31157934484307,93346200
2016-10-17,182.7881622314453,183.65742974968583,182.60741667912635,183.39922744610791,58275700
2016-10-18,183.932861328125,184.44925283705885,183.55416634194418,184.38901307073857,76869700
2016-10-19,184.42343139648438,184.7332715506942,183.83818506781876,184.19966305894437,66519200
2016-10-20,184.0792236328125,184.63865120481236,183.41650722439357,184.07060856902473,73639800
2016-10-21,184.16525268554688,184.25132451324941,183.11523942461778,184.0791939905614,89089100
2016-10-24,184.948486328125,185.31857947733505,184.59561017329463,185.04316009813513,60146600
2016-10-25,184.32876586914062,185.0259029640143,184.16523728980658,184.7677006352088,66542300
2016-10-26,183.95867919921875,184.5439255325537,183.26152899714793,183.50252745920315,75705500
2016-10-27,183.46812438964844,184.71608715528055,183.39066762060702,184.68166630216803,77220200
2016-10-28,182.9258575439453,184.12218218104405,182.2115166656276,183.44226214771055,140623200
2016-10-31,182.93446350097656,183.48528892231414,182.77093494683174,183.26150747655223,61272500
2016-11-01,181.6090087890625,183.3131358066425,180.39548050605606,183.2614848490421,122781800
2016-11-02,180.51600646972656,181.6865122032408,180.077058611712,181.299202179648,103330800
2016-11-03,179.6897735595703,180.94635118838607,179.414367380271,180.73118477564276,88939300
2016-11-04,179.4918212890625,180.64511009121594,179.3455097066444,179.80166144380533,109122100
2016-11-07,183.45089721679688,183.4853312007163,179.49184269266695,179.49184269266695,109794900
2016-11-08,184.27713012695312,184.84517263024625,182.78818217079038,183.05498643159638,106772100
2016-11-09,186.23081970214844,186.85049996137897,182.75372345505315,182.77954237146156,258429000
2016-11-10,186.69561767578125,187.89194257348507,185.23248849000728,187.0226748715924,172113300
2016-11-11,186.26524353027344,186.5062288424219,185.3185192704658,185.97262038448096,100552700
2016-11-14,186.4115753173828,186.99683480514705,185.6628003829193,186.79027031545684,94580000
2016-11-15,187.8660888671875,187.8660888671875,186.59230743770325,186.79885877978907,91652600
2016-11-16,187.51321411132812,187.74559750549724,187.12591720952304,187.24640987081162,65617700
2016-11-17,188.47714233398438,188.53738208989714,187.55622394644874,187.66811466377524,69797200
2016-11-18,188.05548095703125,188.71819731307983,187.8747353571205,188.54606677627606,86265800
2016-11-21,189.47557067871094,189.50138960210194,188.48581026147528,188.63212187159687,72402600
2016-11-22,189.84567260742188,190.0264050795417,189.1141013901638,189.78541969490294,67429000
2016-11-23,189.94894409179688,190.00058193982838,189.13131418828877,189.3292636499823,56620200
2016-11-25,190.65467834472656,190.68909919592076,190.2157304125195,190.29320030996112,37872300
2016-11-28,189.75955200195312,190.62021762096217,189.65627633014088,190.34481145189116,76572500
2016-11-29,190.1296844482422,190.58583627022938,189.49278703041202,189.7940253125777,69886700
2016-11-30,189.6735382080078,190.9128990939236,189.6132852967144,190.74937048637665,113291800
2016-12-01,188.97634887695312,189.97471097508517,188.61485777432117,189.97471097508517,79040500
2016-12-02,189.07101440429688,189.56160010441104,188.7095364249725,189.0624124759969,74840300
2016-12-05,190.2070770263672,190.5513379760445,189.70788945643574,189.9058388458645,67837800
2016-12-06,190.8095245361328,190.84395850789198,189.9144382610793,190.39640880400907,59877400
2016-12-07,193.3055877685547,193.36582755920182,190.53424221348553,190.65473492750067,110738100
2016-12-08,193.77891540527344,194.2522842603853,193.01292330617207,193.27974075739436,99714400
2016-12-09,194.94940185546875,194.9666188482964,193.96824338777537,194.00267737343066,88005800
2016-12-12,194.72560119628906,195.33667957954293,194.30387030459465,194.85469578929985,102016100
2016-12-13,196.0252227783203,196.52441047978874,195.3711215484911,195.3883385403257,110477500
2016-12-14,194.40716552734375,196.42972196998025,193.96821763119038,195.72398295037203,142501800
2016-12-15,195.20758056640625,196.06824624546644,194.4157697175968,194.64815312810353,124972600
2016-12-16,194.82582092285156,195.72619652086163,194.50550184804672,195.66558847421018,156420200
2016-12-19,195.25001525878906,195.67423190639698,194.86043555105059,195.0076095201908,90341100
2016-12-20,196.00318908691406,196.15037625529698,195.55301458286152,195.7867544641546,89838800
2016-12-21,195.45777893066406,196.04647475199613,195.45777893066406,195.8733296992585,67909000
2016-12-22,195.12010192871094,195.4317682445526,194.7218564989785,195.31056541117627,56219100
2016-12-23,195.4058380126953,195.41449064184647,194.9729687729624,195.1634190851337,36697800
2016-12-27,195.8906707763672,196.2889031226138,195.65691766262628,195.67423613293508,42672500
2016-12-28,194.271728515625,196.1676980847761,194.159191485166,196.15039282478065,64095000
2016-12-29,194.22845458984375,194.69594760790088,193.78691946210515,194.34099162171321,48696100
2016-12-30,193.51849365234375,194.64395615712377,192.8259003255469,194.55737703747954,108998300
2017-01-03,194.9989471435547,195.5097296950616,193.82154223916174,194.82578887310643,91366500
2017-01-04,196.1590118408203,196.30618578629466,195.31924452066914,195.32789714918414,78744400
2017-01-05,196.00318908691406,196.1590288845638,195.2067112603738,195.89065206596143,78379000
2017-01-06,196.70445251464844,197.17194549722691,195.57032397093968,196.11574345904899,71559900
2017-01-09,196.05514526367188,196.58324627368603,196.02050832622643,196.44472494414634,46939700
2017-01-10,196.05514526367188,196.91221791869148,195.66555237307637,196.07245052227356,63771900
2017-01-11,196.60922241210938,196.60922241210938,195.30194879751116,195.96857115415494,74650000
2017-01-12,196.11578369140625,196.3062472593388,194.75658082220474,196.08981258760852,72113200
2017-01-13,196.56588745117188,196.86888793594957,196.2542211287513,196.28884484896767,62717900
2017-01-17,195.87330627441406,196.33214655384955,195.48372664981474,195.9252484630114,61240800
2017-01-18,196.3062286376953,196.3495182099597,195.57034553956885,196.12441771823396,54793300
2017-01-19,195.5790252685547,196.52267724436444,195.1461559354173,196.38415588733082,66608800
2017-01-20,196.2975616455078,196.79102574487473,195.63093926975216,196.26292470618137,129168600
2017-01-23,195.78675842285156,196.35814900891876,195.0249175182166,196.29755418258387,75061600
2017-01-24,197.0420684814453,197.45761922169237,195.8906348046117,196.00317181564785,95555300
2017-01-25,198.74761962890625,198.74761962890625,197.8299256030772,197.99441805308547,84437700
2017-01-26,198.53977966308594,198.86876446708933,198.262737047058,198.60037447901766,59970700
2017-01-27,198.2281494140625,198.76490306768792,198.04633851292922,198.61772910492357,59711100
2017-01-30,196.9988250732422,197.56154989062253,196.01188357760145,197.53557878890484,79737300
2017-01-31,196.98155212402344,197.0421601821197,195.93401555233254,196.50539313228848,75880800
2017-02-01,197.05941772460938,197.89918523117447,196.47072181203163,196.98150442031928,79117700
2017-02-02,197.18923950195312,197.4749347597979,196.36679066216223,197.05937081559478,69657600
2017-02-03,198.5484619140625,198.7302728092215,197.78662102655863,198.09828741103053,80563200
2017-02-06,198.1935272216797,198.53983058052742,197.85588970312966,198.14158502038313,57790100
2017-02-07,198.20216369628906,198.8254964397394,198.01170017967254,198.5830907295221,57931200
2017-02-08,198.4618682861328,198.591723757318,197.65672473442734,198.20214413364334,51566200
2017-02-09,199.63934326171875,199.94234387116998,198.46193813812891,198.46193813812891,65955200
2017-02-10,200.4271240234375,200.65222449762322,199.6566172536117,199.985602125039,66015900
2017-02-13,201.51795959472656,201.77768379351835,200.89462680167486,200.9205979005419,55182100
2017-02-14,202.3231658935547,202.33183173650528,200.98993388168515,201.33622413642033,71109000
2017-02-15,203.3792724609375,203.56973597428617,202.05469370636192,202.1066358990715,86785800
2017-02-16,203.2061767578125,203.5871038770067,202.45298836039336,203.4052929482555,84722400
2017-02-17,203.52645874023438,203.52645874023438,202.52219891994199,202.5395173886011,77204100
2017-02-21,204.738525390625,204.91167046785708,203.8900920549793,203.8987578954206,88946100
2017-02-22,204.5566864013672,204.78177364986763,204.16710672852687,204.33159915286677,62115200
2017-02-23,204.69522094726562,205.09345327495478,203.93336681064753,205.07614801557466,74615900
2017-02-24,204.95498657226562,204.99826293958404,203.80355250493486,203.8468420823776,82381600
2017-02-27,205.27528381347656,205.4484288946902,204.61732722081558,204.86838560705692,56515400
2017-02-28,204.72116088867188,205.13671162261755,204.3315812499653,204.8943059269726,96961900
2017-03-01,207.5867919921875,208.0542982148057,206.36609744550043,206.38341591562906,149158200
2017-03-02,206.27951049804688,207.40497315954045,206.22756830307532,207.39630732029798,70246000
2017-03-03,206.4093780517578,206.57387048553088,205.8120163544226,206.19294341997673,81974300
2017-03-06,205.79469299316406,206.14963571837134,205.18866550938688,205.61288210600682,55391500
2017-03-07,205.18002319335938,205.8466455329481,204.972241199039,205.49168957977946,65103700
2017-03-08,204.79908752441406,205.7340866443304,204.66056620069597,205.4743624648891,78168800
2017-03-09,205.058837890625,205.38782277393793,204.08921492101496,204.9203165492172,90683900
2017-03-10,205.77740478515625,206.06310010120356,204.82508706499857,206.01981053026506,81991700
2017-03-13,205.8813018798828,205.9245914534901,205.3878377291044,205.71680942624894,57256800
2017-03-14,205.0934600830078,205.3878212338226,204.4787931015685,205.33586582359263,59880800
2017-03-15,206.86825561523438,207.2924723254555,205.43112623134135,205.66487937453454,96081800
2017-03-16,206.4613494873047,207.08468237191573,206.13237778329358,207.00676906387022,78344000
2017-03-17,206.09873962402344,206.91607632998918,206.09873962402344,206.72478419592946,89002100
2017-03-20,205.87266540527344,206.38567007845458,205.48139087941647,206.0987318881352,52537000
2017-03-21,203.22938537597656,206.60306877992002,203.09896494235707,206.48133861934434,131809300
2017-03-22,203.70761108398438,203.99454929897394,202.63812374999932,203.26416835223256,97569200
2017-03-23,203.490234375,204.629283691837,203.11635362966538,203.70761060394116,100410300
2017-03-24,203.34243774414062,204.36844726516756,202.55988855920796,203.79458405442713,112504900
2017-03-27,203.1337127685547,203.39456686931302,201.38601284837802,201.6642474929537,87454500
2017-03-28,204.6118927001953,205.0379415959101,202.71636518145223,202.82940506036013,93483900
2017-03-29,204.80316162109375,205.03793163989064,204.09886483229388,204.3249445791319,61950400
2017-03-30,205.4552764892578,205.65527213924028,204.56839117555688,204.74228947622825,56737900
2017-03-31,204.97706604003906,205.6465751824324,204.9248846073366,205.11617672447477,73733100
2017-04-03,204.62057495117188,205.22922568375552,203.38587967433335,205.02924328610464,85546500
2017-04-04,204.75099182128906,204.83794761054727,203.95104897695813,204.33363322154915,56466200
2017-04-05,204.14234924316406,206.4117574503944,203.93366330117362,205.42921271646054,108800600
2017-04-06,204.71621704101562,205.23791197270944,203.83800868113977,204.28146463080878,69135800
2017-04-07,204.50758361816406,205.20319030662057,204.02066291652272,204.46410571246165,74412300
2017-04-10,204.62928771972656,205.42923066586496,204.09888917996614,204.64668153331002,67615300
2017-04-11,204.38580322265625,204.49013955663008,202.8902538536075,204.2466792656306,88045300
2017-04-12,203.490234375,204.29888084580904,203.26416787323433,204.10758870293344,81864400
2017-04-13,202.1685791015625,203.8902083526426,202.1685791015625,203.15112388214533,92880400
2017-04-17,203.9597625732422,203.9597625732422,202.4902972284209,202.69027963246666,68405400
2017-04-18,203.35108947753906,203.89019149179717,202.66418650251418,203.22066906063267,83225800
2017-04-19,202.97720336914062,204.29015084555806,202.75112362906492,203.9162701486488,68699900
2017-04-20,204.62928771972656,205.0727437267544,203.27286214724873,203.59457472678474,92572200
2017-04-21,203.97715759277344,204.6032022014737,203.5771927562991,204.55103402868073,110389800
2017-04-24,206.22044372558594,206.42912964572335,203.95103575600228,206.22913399691217,119209900
2017-04-25,207.42041015625,207.7682068320303,206.7769717117044,206.86392751444583,76698300
2017-04-26,207.2899169921875,208.27246155743893,207.24645237087708,207.38556304073046,84702500
2017-04-27,207.46383666992188,207.76815536895333,206.92473470812456,207.61165088389535,57410300
2017-04-28,207.01173400878906,207.75080523402914,206.88130030956393,207.72472114770258,63532800
2017-05-01,207.53343200683594,207.9594942023241,207.11607335197746,207.53343200683594,66882500
2017-05-02,207.6116485595703,207.7942371234271,207.20298027415268,207.67250699165947,57375700
2017-05-03,207.3594970703125,207.70730694429366,206.68128440053687,207.6116608873976,73137700
2017-05-04,207.60296630859375,207.7420902641909,206.75085529884487,207.663838014514,61462700
2017-05-05,208.42031860351562,208.43771241616818,207.53341990451747,207.97687588781238,62001300
2017-05-08,208.3855438232422,208.61161031690062,207.95948165346383,208.4637960786326,48385700
2017-05-09,208.19424438476562,208.84637302532886,207.8464344825772,208.646390623815,51363200
2017-05-10,208.56809997558594,208.56809997558594,207.9420554946629,208.15074141083375,54293800
2017-05-11,208.14205932617188,208.3072673578563,207.0551783467639,208.1159752440733,62358300
2017-05-12,207.7942657470703,208.18554027682222,207.52472136585433,207.8899118114622,53912700
2017-05-15,208.94203186035156,209.06376201665978,208.20294738217117,208.22034119524147,61918900
2017-05-16,208.75074768066406,209.2637524112713,208.3594731110076,209.23766832446702,51241800
2017-05-17,205.04664611816406,208.7507321116293,204.98577440843238,208.7507321116293,172174100
2017-05-18,205.87266540527344,206.72477643654275,204.70751883220936,204.96837293864434,107047700
2017-05-19,207.21168518066406,207.8812075864696,206.3074060333187,206.35957419810532,115011400
2017-05-22,208.2637939453125,208.42900198055088,207.65514323726882,207.7246919459678,61010600
2017-05-23,208.72467041015625,208.8898784770401,208.25513029716078,208.63771460624068,48341700
2017-05-24,209.21153259277344,209.31586891423458,208.62026248011887,208.95938206004595,46927700
2017-05-25,210.21148681640625,210.48973473560142,209.5158935536004,209.72456622540574,64071700
2017-05-26,210.1680145263672,210.3332092963271,209.9419347833652,210.02018703243948,46629900
